Type, Location, Status, Num
土地,山东,不限,4758
土地,山东,正在进行,25
土地,山东,即将开始,98
土地,山东,已结束,3765
土地,山东,中止,331
土地,山东,撤回,539
土地,河南,不限,3309
土地,河南,正在进行,11
土地,河南,即将开始,61
土地,河南,已结束,2672
土地,河南,中止,303
土地,河南,撤回,262
土地,湖北,不限,1381
土地,湖北,正在进行,13
土地,湖北,即将开始,16
土地,湖北,已结束,1160
土地,湖北,中止,98
土地,湖北,撤回,94
土地,湖南,不限,1240
土地,湖南,正在进行,6
土地,湖南,即将开始,24
土地,湖南,已结束,991
土地,湖南,中止,97
土地,湖南,撤回,122
土地,广东,不限,5551
土地,广东,正在进行,36
土地,广东,即将开始,126
土地,广东,已结束,4458
土地,广东,中止,354
土地,广东,撤回,577
土地,广西,不限,3767
土地,广西,正在进行,16
土地,广西,即将开始,79
土地,广西,已结束,3093
土地,广西,中止,177
土地,广西,撤回,402
土地,海南,不限,368
土地,海南,正在进行,3
土地,海南,即将开始,7
土地,海南,已结束,291
土地,海南,中止,23
土地,海南,撤回,44
土地,重庆,不限,387
土地,重庆,正在进行,2
土地,重庆,即将开始,15
土地,重庆,已结束,325
土地,重庆,中止,17
土地,重庆,撤回,28
土地,四川,不限,1581
土地,四川,正在进行,7
土地,四川,即将开始,122
土地,四川,已结束,1180
土地,四川,中止,109
土地,四川,撤回,163
土地,贵州,不限,1283
土地,贵州,正在进行,7
土地,贵州,即将开始,21
土地,贵州,已结束,1104
土地,贵州,中止,50
土地,贵州,撤回,101
土地,云南,不限,1924
土地,云南,正在进行,17
土地,云南,即将开始,50
土地,云南,已结束,1587
土地,云南,中止,116
土地,云南,撤回,154
土地,西藏,不限,12
土地,西藏,正在进行,0
土地,西藏,即将开始,1
土地,西藏,已结束,10
土地,西藏,中止,1
土地,西藏,撤回,0
土地,陕西,不限,700
土地,陕西,正在进行,4
土地,陕西,即将开始,13
土地,陕西,已结束,581
土地,陕西,中止,58
土地,陕西,撤回,44
土地,甘肃,不限,824
土地,甘肃,正在进行,10
土地,甘肃,即将开始,19
土地,甘肃,已结束,690
土地,甘肃,中止,35
土地,甘肃,撤回,70
土地,青海,不限,136
土地,青海,正在进行,2
土地,青海,即将开始,3
土地,青海,已结束,116
土地,青海,中止,2
土地,青海,撤回,13
土地,宁夏,不限,487
土地,宁夏,正在进行,3
土地,宁夏,即将开始,11
土地,宁夏,已结束,421
土地,宁夏,中止,20
土地,宁夏,撤回,32
土地,新疆,不限,788
土地,新疆,正在进行,7
土地,新疆,即将开始,23
土地,新疆,已结束,687
土地,新疆,中止,24
土地,新疆,撤回,47
工程,不限,不限,303
工程,不限,正在进行,0
工程,不限,即将开始,10
工程,不限,已结束,264
